parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B00D6OEMBK,3.590909091,44,1,"Quality (1), Value (14), Delivery (2), Usability (5)",Pink. These brushes are great fit in your purse travel bag. The pink and white color is nice but they are stained easily and remains stained even after light washing. After just 6 weeks the brush heads started falling off of each one. But... they're cheap ... so ... guess ya get whatchya pay for.,"Based on 44 verified reviews (avg rating 3.6/5, credibility 1.00): Pink. These brushes are great fit in your purse travel bag. The pink and white color is nice but they are stained easily and remains stained even after light washing. After just 6 weeks the brush heads started falling off of each one. But... they're cheap ... so ... guess ya get whatchya pay for."
B00DBJX8K6,4.740740741,27,1,"Quality (3), Value (6), Delivery (29), Usability (6)","Cute, practical holders that fit all of   Of course this can be used for other plates, not just PUEEN. Great value! Five Stars. Solid and well-built and shipping was fast. Would purchase again!","Based on 27 verified reviews (avg rating 4.7/5, credibility 1.00): Cute, practical holders that fit all of   Of course this can be used for other plates, not just PUEEN. Great value! Five Stars. Solid and well-built and shipping was fast. Would purchase again!"
B00DBNDS8Y,4.5,48,1,"Quality (11), Value (17), Delivery (39), Usability (10)","PUEEN Nail Stamp Plate Synthetic Leather Case Holder Organizer Nail Image Stamping Plates Case. You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral.","Based on 48 verified reviews (avg rating 4.5/5, credibility 1.00): PUEEN Nail Stamp Plate Synthetic Leather Case Holder Organizer Nail Image Stamping Plates Case. You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral."
B00DD4KWSK,3.698113208,53,1,"Value (9), Delivery (10), Usability (13)",Short Perm Rods. These filled in the spaces where the other rods would not fit. These rollers are good value just need to be careful when removing as the elastic band it can pull your hair out!,"Based on 53 verified reviews (avg rating 3.7/5, credibility 1.00): Short Perm Rods. These filled in the spaces where the other rods would not fit. These rollers are good value just need to be careful when removing as the elastic band it can pull your hair out!"
B00DD4KY6K,4.147058824,34,1,"Quality (5), Value (3), Delivery (3), Usability (11)","Great buy, works perfectly. Very durable, great quality, and works perfectly Perm Rods. Came as described and in a timely manner Good. These were the perfect size for thin hair! Used with a box of perm and they did just fine! When  But not a big deal. .  It's way too small and short for  The rods are very easy to put in and take out.","Based on 34 verified reviews (avg rating 4.1/5, credibility 1.00): Great buy, works perfectly. Very durable, great quality, and works perfectly Perm Rods. Came as described and in a timely manner Good. These were the perfect size for thin hair! Used with a box of perm and they did just fine! When  But not a big deal. .  It's way too small and short for  The rods are very easy to put in and take out."
B00DEIV266,4.5,28,1,"Quality (1), Value (7), Delivery (3), Usability (7)","Zest comes in a 4 oz bar, common in most ""bath sized"" bars but smaller than   The smaller the bar, the easier it is to drop it when it's wet. Zest is a terrific soap that rinses off cleanly and smells nice.","Based on 28 verified reviews (avg rating 4.5/5, credibility 1.00): Zest comes in a 4 oz bar, common in most ""bath sized"" bars but smaller than   The smaller the bar, the easier it is to drop it when it's wet. Zest is a terrific soap that rinses off cleanly and smells nice."
B00DL3AQG6,3.876923077,65,1,"Quality (1), Value (4), Delivery (4), Content (3), Usability (18)","This product may work for others but it was horribly ineffective for  She has long soft, straight hair with higher than normal elasticity. Can stain shower curtain, so be careful! Spraying is hard to do with 21st hands It works.","Based on 65 verified reviews (avg rating 3.9/5, credibility 1.00): This product may work for others but it was horribly ineffective for  She has long soft, straight hair with higher than normal elasticity. Can stain shower curtain, so be careful! Spraying is hard to do with 21st hands It works."
B00DLZ0QZA,4.243243243,37,1,"Quality (5), Value (17), Delivery (2), Usability (1)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 37 verified reviews (avg rating 4.2/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00DOLG9TI,4.615384615,26,1,"Value (1), Delivery (2), Usability (3)","Two Stars. It wasnt all that good dyed most of mt hair but left spots of old hair color viable Silky feel & Rinses thoroughly..,. Possibly the best hairdye  Let it stay on for 15 minutes at best and no mess,silky smooth shine and rinsed thoroughly.","Based on 26 verified reviews (avg rating 4.6/5, credibility 1.00): Two Stars. It wasnt all that good dyed most of mt hair but left spots of old hair color viable Silky feel & Rinses thoroughly..,. Possibly the best hairdye  Let it stay on for 15 minutes at best and no mess,silky smooth shine and rinsed thoroughly."
B00DPNKBOE,4.027586207,145,1,"Quality (2), Value (10), Delivery (4), Usability (13)","This is perfect for wavy, curly, kinky, and coily females because it provides the moisture and hydration that thick hair needs. The texture is perfect! It’s not too light, yet not too heavy to weigh your hair down, but the perfect consistency to actually “condition” your hair.","Based on 145 verified reviews (avg rating 4.0/5, credibility 1.00): This is perfect for wavy, curly, kinky, and coily females because it provides the moisture and hydration that thick hair needs. The texture is perfect! It’s not too light, yet not too heavy to weigh your hair down, but the perfect consistency to actually “condition” your hair."
B00DS1R8V2,3.321428571,28,1,"Value (8), Content (1), Usability (6)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 28 verified reviews (avg rating 3.3/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00DT4757A,4.029106029,481,1,"Quality (7), Value (77), Delivery (10), Content (2), Usability (122)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 481 verified reviews (avg rating 4.0/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00DUT5FYE,4.382352941,34,1,"Quality (16), Value (12), Usability (6)",Very solid product with well made tools that are sharp and do the job they are intended for. It is heavy so if you intend to carry it along in your purse be aware that it will add significant weight to it.,"Based on 34 verified reviews (avg rating 4.4/5, credibility 1.00): Very solid product with well made tools that are sharp and do the job they are intended for. It is heavy so if you intend to carry it along in your purse be aware that it will add significant weight to it."
B00DW9JMGO,3.891891892,37,1,"Quality (4), Value (6), Delivery (2), Usability (14)","Use the weekly Newsquiz to test your knowledge of stories you saw on CNN.com. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral. You are summarizing verified customer reviews collectively for an Amazon-like interface.","Based on 37 verified reviews (avg rating 3.9/5, credibility 1.00): Use the weekly Newsquiz to test your knowledge of stories you saw on CNN.com. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral. You are summarizing verified customer reviews collectively for an Amazon-like interface."
